system:index,CONS_OBJ,DESIG,DESIG_ENG,DESIG_TYPE,GIS_AREA,GIS_M_AREA,GOV_TYPE,INT_CRIT,ISO3,IUCN_CAT,MANG_AUTH,MANG_PLAN,MARINE,METADATAID,NAME,NO_TAKE,NO_TK_AREA,ORIG_NAME,OWN_TYPE,PARENT_ISO,PA_DEF,REP_AREA,REP_M_AREA,STATUS,STATUS_YR,SUB_LOC,SUPP_INFO,VERIF,WDPAID,WDPA_PID,gain_2001,gain_2002,gain_2003,gain_2004,gain_2006,gain_2007,gain_2008,gain_2009,gain_2010,gain_2011,gain_2012,gain_2013,gain_2014,gain_2015,gain_2016,loss_2001,loss_2002,loss_2003,loss_2004,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,sum
001d00000000000000ca,Not Applicable,National Park,National Park,National,4517.959944,0,Federal or national ministry or agency,Not Applicable,GBR,V,Not Reported,Not Reported,0,1839,Cairngorms,Not Applicable,0,Cairngorms,Not Reported,GBR,1,4528.099,0,Designated,2003,Not Reported,Not Applicable,State Verified,183408,183408,0.254303284,0.219783035,0.017782478,0.115948189,0.00713466,0.10034299,3.58E-04,0.117232861,0.004591189,0.001072872,0.008510316,0.015235741,0.005287104,0.002856069,0.003680476,3.007678967,3.789058317,0.803248252,3.097483821,1.333404925,7.971605726,0.395365345,16.88386156,1.776240703,1.027209836,11.82016363,2.786585565,4.531017922,2.208226902,3.557308113,760.9712534
