system:index,CONS_OBJ,DESIG,DESIG_ENG,DESIG_TYPE,GIS_AREA,GIS_M_AREA,GOV_TYPE,INT_CRIT,ISO3,IUCN_CAT,MANG_AUTH,MANG_PLAN,MARINE,METADATAID,NAME,NO_TAKE,NO_TK_AREA,ORIG_NAME,OWN_TYPE,PARENT_ISO,PA_DEF,REP_AREA,REP_M_AREA,STATUS,STATUS_YR,SUB_LOC,SUPP_INFO,VERIF,WDPAID,WDPA_PID,gain_2001,gain_2002,gain_2003,gain_2004,gain_2005,gain_2006,gain_2007,gain_2008,gain_2009,gain_2010,gain_2011,gain_2012,gain_2013,gain_2014,gain_2015,gain_2016,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,sum
002100000000000005ea,Not Applicable,National Park,National Park,National,315.550995,0.611129622,Federal or national ministry or agency,Not Applicable,USA,II,National Park Service,Not Reported,0,1848,Redwood,Not Applicable,0,Redwood,State,USA,1,315.550995,0,Designated,1968,US-CA,Not Applicable,State Verified,5.56E+08,555655856,0.146657078,0.057518277,0.023460334,0.066070872,0,0.01057467,0.006392528,0.01542414,0.003771385,0.00114302,0,0,0,0,0,0,0.219091789,0.095798255,0.055880226,0.220467676,0.012047951,0.045377722,0.160868371,0.256132817,0.127617441,0.230043003,0.060956354,0.011552482,0.163662426,0.020286322,0.013896077,0.02030701,284.2654789
