system:index,CONS_OBJ,DESIG,DESIG_ENG,DESIG_TYPE,GIS_AREA,GIS_M_AREA,GOV_TYPE,INT_CRIT,ISO3,IUCN_CAT,MANG_AUTH,MANG_PLAN,MARINE,METADATAID,NAME,NO_TAKE,NO_TK_AREA,ORIG_NAME,OWN_TYPE,PARENT_ISO,PA_DEF,REP_AREA,REP_M_AREA,STATUS,STATUS_YR,SUB_LOC,SUPP_INFO,VERIF,WDPAID,WDPA_PID,gain_2001,gain_2002,gain_2003,gain_2004,gain_2005,gain_2006,gain_2007,gain_2008,gain_2009,gain_2010,gain_2011,gain_2012,gain_2013,gain_2014,gain_2015,gain_2016,loss_2001,loss_2002,loss_2003,loss_2004,loss_2005,loss_2006,loss_2007,loss_2008,loss_2009,loss_2010,loss_2011,loss_2012,loss_2013,loss_2014,loss_2015,loss_2016,sum
00040000000000000f97,Not Applicable,Réserve Naturelle,Nature reserve,National,24937.50133,0,Not Reported,Not Applicable,COD,Not Reported,Institut Congolais pour la Conservation de la Nature (ICCN),Not Reported,0,1962,Sankuru,Not Applicable,0,Sankuru,Not Reported,COD,1,0,0,Designated,2007,Not Reported,Not Applicable,State Verified,354001,354001,24.37701096,8.527136651,1.272687307,7.126801218,7.347858058,14.33745063,14.53332367,9.536126757,9.265080998,7.398291614,3.829815093,2.544070029,12.70991308,13.96196856,12.26258463,15.1663185,99.12740146,32.12777403,6.5157259,35.48882228,49.49027707,94.73241947,59.28875135,62.21164513,75.6831973,75.9395912,58.2033635,62.28959924,154.4963782,159.2437358,130.2501612,199.4602661,26613.7991
